id,title,description,startTime,endTime,location,track,level,tags,sourceUrl,lastUpdated,createdAt
cmffpi14700c83z7gngtmbnab,Agentic AI Infusion to Enhance Experiences for Employee and Customer Presented by Hexaware,Session Sponsor,2025-10-16T18:25:00.000Z,2025-10-16T19:00:00.000Z,"Mandalay Bay Ballroom KCustomer Experience, Retention & Acquisition Track",General,All,AI|sponsored|agents|day2,,2025-09-11T17:52:49.447Z,2025-09-11T17:52:49.447Z
cmffpi14a00c93z7get96dyyv,Breaking Through the Insurtech Barriers: How Partnerships Transform Management of Commercial Risks,"Katarina ScamborovaPresident, Harmony Re; Co-Strategic Leader, Concert Group - Concert Group",2025-10-16T18:25:00.000Z,2025-10-16T19:00:00.000Z,Mandalay Bay Ballroom JSpecialty & Commercial Insurance Track,General,All,InsurTech|day2,,2025-09-11T17:52:49.450Z,2025-09-11T17:52:49.450Z
cmffpi14k00cc3z7gl231lvrz,Demo: SpatialKey,Innovation Alley (Expo Floor)Innovation & Solutions Stage | Session Sponsor | Insurity,2025-10-16T18:30:00.000Z,2025-10-16T18:40:00.000Z,TBD,General,All,sponsored|day2,,2025-09-11T17:52:49.460Z,2025-09-11T17:52:49.460Z
cmffpi14m00cd3z7gc9pq7yn7,Wellness Unlocks a Whole World of Opportunity,"ITC Life, Health & Benefits Stage (Expo Floor)ITC Life, Health & Benefits | Corin ChapmanDirector of Innovation for Life/Health/Investment Planning Services - State Farm",2025-10-16T18:35:00.000Z,2025-10-16T18:55:00.000Z,TBD,General,All,day2,,2025-09-11T17:52:49.463Z,2025-09-11T17:52:49.463Z
cmffpi14p00ce3z7grwt9d2n4,Session Presented by Tiger Analytics,Session Sponsor,2025-10-16T18:40:00.000Z,2025-10-16T19:00:00.000Z,Mandalay Bay Ballroom HData & Analytics Track,General,All,sponsored|data|analytics|day2,,2025-09-11T17:52:49.466Z,2025-09-11T17:52:49.466Z
cmffpi14q00cf3z7g6lqpttnu,Boosting Claims Efficiency & Effectiveness through Intelligent Automation Presented by ValueMomentum,Session Sponsor | ValueMomentum,2025-10-16T18:45:00.000Z,2025-10-16T19:20:00.000Z,Mandalay Bay Ballroom IClaims Track,Claims,All,sponsored|claims|day2,,2025-09-11T17:52:49.467Z,2025-09-11T17:52:49.467Z
cmffpi14r00cg3z7gliumt8r2,Demo: Higson 4.2,Innovation Alley (Expo Floor)Innovation & Solutions Stage | Session Sponsor | DECERTO,2025-10-16T18:45:00.000Z,2025-10-16T18:55:00.000Z,TBD,General,All,sponsored|day2,,2025-09-11T17:52:49.467Z,2025-09-11T17:52:49.467Z
cmffpi15100ck3z7gq6k2tjvy,Women's Leadership Forum Sponsored by Roots Automation,Session Sponsor | Roots | Added to schedule,2025-10-16T19:00:00.000Z,2025-10-16T21:00:00.000Z,ITC Community Center (Expo Floor)ITC Community Meet-Ups,General,All,sponsored|day2,,2025-09-11T17:52:49.478Z,2025-09-11T17:52:49.478Z
cmffpi14s00ch3z7gdy2j9rgi,Demo Presented by Spear Technologies,Innovation Alley (Expo Floor)Innovation & Solutions Stage | Session Sponsor,2025-10-16T19:00:00.000Z,2025-10-16T19:10:00.000Z,TBD,General,All,sponsored|day2,,2025-09-11T17:52:49.469Z,2025-09-11T17:52:49.469Z
cmffpi14u00ci3z7gysmfxmi5,From Claims to Code: AI Agents Transforming Insurance Operations Presented by AWS,"ITC Life, Health & Benefits Stage (Expo Floor)ITC Life, Health & Benefits | Session Sponsor | Amazon Web Services (AWS)",2025-10-16T19:00:00.000Z,2025-10-16T19:20:00.000Z,TBD,Claims,All,AI|sponsored|agents|claims|day2,,2025-09-11T17:52:49.470Z,2025-09-11T17:52:49.470Z
cmffpi14y00cj3z7gkrqiceie,LATAM Town Square Takeover: How to Support Underserved Populations in Latin America Through Parametric Insurance,ITC LATAM Town Square (Expo Floor)ITC Community Meet-Ups | Hugues BertinCEO and President - Digital Insurance LATAM and AIP,2025-10-16T19:00:00.000Z,2025-10-16T20:00:00.000Z,TBD,General,All,LATAM|day2,,2025-09-11T17:52:49.474Z,2025-09-11T17:52:49.474Z
cmffpi15b00co3z7gj2f97z16,Stop Procrastinating and Complete Your Enterprise Data Transformation Within 1 Year!,Join us for Stop Procrastinating and Complete Your Enterprise Data Transformation Within 1 Year!,2025-10-16T19:05:00.000Z,2025-10-16T19:25:00.000Z,Mandalay Bay Ballroom HData & Analytics Track,Data & Analytics,All,data|analytics|day2,,2025-09-11T17:52:49.488Z,2025-09-11T17:52:49.488Z
cmffpi15600cn3z7gvbww9r4b,Reimagining Insurance with Disney+ in Brazil: The Future of Embedded Experiences,Join us for Reimagining Insurance with Disney+ in Brazil: The Future of Embedded Experiences,2025-10-16T19:05:00.000Z,2025-10-16T19:25:00.000Z,"Mandalay Bay Ballroom KCustomer Experience, Retention & Acquisition Track",General,All,day2,,2025-09-11T17:52:49.483Z,2025-09-11T17:52:49.483Z
cmffpi15600cm3z7gdyvoz9pl,How AI Helped Us Modernize a Legacy Professional Liability Core Without Breaking the Business Presented by Praxent,Session Sponsor | Praxent,2025-10-16T19:05:00.000Z,2025-10-16T19:25:00.000Z,Mandalay Bay Ballroom JSpecialty & Commercial Insurance Track,General,All,AI|sponsored|day2,,2025-09-11T17:52:49.482Z,2025-09-11T17:52:49.482Z
cmffpi15400cl3z7g3zpu9t4c,From Manual to AI-Driven: Rethinking Insurance Operations Through Intelligent Orchestration Presented by Flowable,Session Sponsor | Flowable,2025-10-16T19:05:00.000Z,2025-10-16T19:25:00.000Z,Mandalay Bay Ballroom LInnovation in Action Track,General,All,sponsored|day2,,2025-09-11T17:52:49.481Z,2025-09-11T17:52:49.481Z
cmffpi0vb009z3z7gdqlj723r,State Farm Startup Pitch Competition: Chestnut,Join us for State Farm Startup Pitch Competition: Chestnut,2025-10-16T19:15:00.000Z,2025-10-16T19:25:00.000Z,Oceanside Ballroom BState Farm Startup Pitch Competition,General,All,day2,,2025-09-11T17:52:49.127Z,2025-09-11T17:52:49.127Z
cmffpi15d00cp3z7gexh7yx3n,Demo Presented by Whatfix,Innovation Alley (Expo Floor)Innovation & Solutions Stage | Session Sponsor | Whatfix,2025-10-16T19:15:00.000Z,2025-10-16T19:25:00.000Z,TBD,General,All,sponsored|day2,,2025-09-11T17:52:49.489Z,2025-09-11T17:52:49.489Z
cmffpi15e00cq3z7gxcwhl4lt,"Embedded Insurance 2.0: How Insurers Are Cracking the Code on Seamless, High-Conversion Partnerships","Distribution, Sales & Marketing Stage (Expo Floor)Distribution TrackShow more | AI Recommended",2025-10-16T19:15:00.000Z,2025-10-16T19:50:00.000Z,TBD,AI Track,All,AI|distribution|recommended|day2,,2025-09-11T17:52:49.490Z,2025-09-11T17:52:49.490Z
cmffpi0vl00a13z7gk2jstlgh,The Perfect Sale: Maximizing Your Agency Value and Trends in Consolidation and Acquisitions,Join us for The Perfect Sale: Maximizing Your Agency Value and Trends in Consolidation and Acquisitions,2025-10-16T19:25:00.000Z,2025-10-16T19:40:00.000Z,Mandalay Bay Ballroom E,Agents,All,agents|day2,,2025-09-11T17:52:49.137Z,2025-09-11T17:52:49.137Z
cmffpi0vh00a03z7g4fz10ta7,State Farm Startup Pitch Competition: Elysian,Join us for State Farm Startup Pitch Competition: Elysian,2025-10-16T19:25:00.000Z,2025-10-16T19:35:00.000Z,Oceanside Ballroom BState Farm Startup Pitch Competition,General,All,day2,,2025-09-11T17:52:49.134Z,2025-09-11T17:52:49.134Z
cmffpi0vx00a23z7gpj4ydly9,Blueprint for Change: How Insurers Are Winning the Legacy Transformation Battle Using GenAI,Session Sponsor | Pega,2025-10-16T19:30:00.000Z,2025-10-16T20:30:00.000Z,Mandalay Bay Ballroom IPegasystems,Summit,All,AI|sponsored|day2,,2025-09-11T17:52:49.149Z,2025-09-11T17:52:49.149Z
cmffpi0w000a33z7gvqpxqwve,Powering the Shift: Industry Learnings on GenAI Success in Insurance,Session Sponsor | EXL,2025-10-16T19:30:00.000Z,2025-10-16T20:00:00.000Z,Reef Ballroom BCEFEXL,Summit,All,AI|sponsored|day2,,2025-09-11T17:52:49.152Z,2025-09-11T17:52:49.152Z
cmffpi0w300a43z7ggr5oxp59,Solution Showcase & Networking,Session Sponsor | Cognizant,2025-10-16T19:30:00.000Z,2025-10-16T21:00:00.000Z,Mandalay Bay Ballroom LCognizant,Summit,All,networking|sponsored|day2,,2025-09-11T17:52:49.155Z,2025-09-11T17:52:49.155Z
cmffpi0w600a53z7gsn5b6z4y,"The Agenda of Latin American Insurance Companies – Innovation, Channels, and New Opportunities",Francisco ValenzuelaCEO LatAm - BNPP Cardif,2025-10-16T19:30:00.000Z,2025-10-16T20:10:00.000Z,Mandalay Bay Ballroom F,LATAM,All,LATAM|day2,,2025-09-11T17:52:49.158Z,2025-09-11T17:52:49.158Z
cmffpi0w900a63z7g95zwovov,"Commissions, Compensation, and Change – What Agents Are Saying in 2025",Session Sponsor | Celent,2025-10-16T19:35:00.000Z,2025-10-16T20:05:00.000Z,Surf Ballroom EFCelent,Summit,All,sponsored|agents|day2,,2025-09-11T17:52:49.162Z,2025-09-11T17:52:49.162Z
cmffpi0wa00a73z7g9m53lyxz,State Farm Startup Pitch Competition: MarvelX AI,Join us for State Farm Startup Pitch Competition: MarvelX AI,2025-10-16T19:35:00.000Z,2025-10-16T19:45:00.000Z,Oceanside Ballroom BState Farm Startup Pitch Competition,General,All,AI|day2,,2025-09-11T17:52:49.163Z,2025-09-11T17:52:49.163Z
cmffpi0we00a83z7g89mq1xhz,So You Sold Your Agency... Now What?,Samantha TradeliusVice President - Lytespeed Learning,2025-10-16T19:40:00.000Z,2025-10-16T20:10:00.000Z,Mandalay Bay Ballroom E,Agents,All,agents|day2,,2025-09-11T17:52:49.166Z,2025-09-11T17:52:49.166Z
cmffpi0wi00aa3z7gk0fhyd8q,State Farm Startup Pitch Competition: Multimodal,Join us for State Farm Startup Pitch Competition: Multimodal,2025-10-16T19:45:00.000Z,2025-10-16T19:55:00.000Z,Oceanside Ballroom BState Farm Startup Pitch Competition,General,All,day2,,2025-09-11T17:52:49.171Z,2025-09-11T17:52:49.171Z
cmffpi0wg00a93z7g5yvsnmzf,BrokerTech Connect,Join us for BrokerTech Connect,2025-10-16T19:45:00.000Z,2025-10-16T21:00:00.000Z,Mandalay Bay Ballroom H -,Brokers,All,brokers|day2,,2025-09-11T17:52:49.168Z,2025-09-11T17:52:49.168Z
cmffpi0ww00ab3z7g5fo27q2o,State Farm Startup Pitch Competition: Reinsurance Analytics,Join us for State Farm Startup Pitch Competition: Reinsurance Analytics,2025-10-16T20:00:00.000Z,2025-10-16T20:10:00.000Z,Oceanside Ballroom BState Farm Startup Pitch Competition,General,All,analytics|day2,,2025-09-11T17:52:49.184Z,2025-09-11T17:52:49.184Z
cmffpi0xe00ae3z7gc1h46bmv,On Shiny Objects and Selling Insurance: A Rally Cry for Service-First Agents in a World of Technological Choice,Join us for On Shiny Objects and Selling Insurance: A Rally Cry for Service-First Agents in a World of Technological Choice,2025-10-16T20:10:00.000Z,2025-10-16T20:25:00.000Z,Mandalay Bay Ballroom E,Agents,All,agents|day2,,2025-09-11T17:52:49.202Z,2025-09-11T17:52:49.202Z
cmffpi0xj00af3z7gufcjf77i,State Farm Startup Pitch Competition: Retell AI,Join us for State Farm Startup Pitch Competition: Retell AI,2025-10-16T20:10:00.000Z,2025-10-16T20:20:00.000Z,Oceanside Ballroom BState Farm Startup Pitch Competition,General,All,AI|day2,,2025-09-11T17:52:49.207Z,2025-09-11T17:52:49.207Z
cmffpi0x400ac3z7g0z45jfe5,Exploring the Future of Insurance with Disney+: An Embedded Opportunity Presented by Kovr,Session Sponsor,2025-10-16T20:10:00.000Z,2025-10-16T20:40:00.000Z,Mandalay Bay Ballroom F,LATAM,All,sponsored|LATAM|day2,,2025-09-11T17:52:49.193Z,2025-09-11T17:52:49.193Z
cmffpi0xc00ad3z7gunf4bovh,GenAI at Work: What the Agentic Leap Means for Insurers,Session Sponsor | Celent,2025-10-16T20:10:00.000Z,2025-10-16T21:00:00.000Z,Surf Ballroom EFCelent,Summit,All,AI|sponsored|agents|day2,,2025-09-11T17:52:49.201Z,2025-09-11T17:52:49.201Z
cmffpi0xq00ag3z7g66y596z9,State Farm Startup Pitch Competition: Sutro,Join us for State Farm Startup Pitch Competition: Sutro,2025-10-16T20:20:00.000Z,2025-10-16T20:30:00.000Z,Oceanside Ballroom BState Farm Startup Pitch Competition,General,All,day2,,2025-09-11T17:52:49.214Z,2025-09-11T17:52:49.214Z
cmffpi0xv00ah3z7g6hzkpe5t,"“Hey Human, Help Me Help You!” Tips for Getting the AI + Human Balance Right","Join us for “Hey Human, Help Me Help You!” Tips for Getting the AI + Human Balance Right",2025-10-16T20:25:00.000Z,2025-10-16T20:40:00.000Z,Mandalay Bay Ballroom E,Agents,All,AI|agents|day2,,2025-09-11T17:52:49.219Z,2025-09-11T17:52:49.219Z
cmffpi0xw00ai3z7gapd9lsak,State Farm Startup Pitch Competition: Symphony,Join us for State Farm Startup Pitch Competition: Symphony,2025-10-16T20:30:00.000Z,2025-10-16T20:40:00.000Z,Oceanside Ballroom BState Farm Startup Pitch Competition,General,All,day2,,2025-09-11T17:52:49.221Z,2025-09-11T17:52:49.221Z
cmffpi0y800ak3z7gegcoz6ok,State Farm Startup Pitch Competition: Vue Robotics,Join us for State Farm Startup Pitch Competition: Vue Robotics,2025-10-16T20:40:00.000Z,2025-10-16T20:50:00.000Z,Oceanside Ballroom BState Farm Startup Pitch Competition,General,All,day2,,2025-09-11T17:52:49.232Z,2025-09-11T17:52:49.232Z
cmffpi0y500aj3z7gxzex6ecz,Modernizing Your Modernization: Rethinking Change in the Age of AI Presented by Equisoft,Session Sponsor | Equisoft,2025-10-16T20:40:00.000Z,2025-10-16T20:50:00.000Z,Mandalay Bay Ballroom F,LATAM,All,AI|sponsored|LATAM|day2,,2025-09-11T17:52:49.229Z,2025-09-11T17:52:49.229Z
cmffpi0ye00al3z7gpje0q9yt,State Farm Startup Pitch Competition: Final Voting,Join us for State Farm Startup Pitch Competition: Final Voting,2025-10-16T20:50:00.000Z,2025-10-16T20:55:00.000Z,Oceanside Ballroom BState Farm Startup Pitch Competition,General,All,day2,,2025-09-11T17:52:49.238Z,2025-09-11T17:52:49.238Z
cmffpi0yg00am3z7gcjfmieus,State Farm Startup Pitch Competition: Winner Announced,Join us for State Farm Startup Pitch Competition: Winner Announced,2025-10-16T20:55:00.000Z,2025-10-16T21:00:00.000Z,Oceanside Ballroom BState Farm Startup Pitch Competition,General,All,day2,,2025-09-11T17:52:49.240Z,2025-09-11T17:52:49.240Z
cmffpi0yo00ao3z7g84zbthg6,ITC Vegas Official Kickoff Party,Join us for ITC Vegas Official Kickoff Party,2025-10-16T21:00:00.000Z,2025-10-16T23:00:00.000Z,House of Blues (Mandalay Bay Casino),General,All,day2,,2025-09-11T17:52:49.248Z,2025-09-11T17:52:49.248Z
cmffpi0yi00an3z7g63qf1mvo,ITC LATAM Happy Hour,AI Recommended,2025-10-16T21:00:00.000Z,2025-10-16T23:00:00.000Z,Border Grill Mandalay Bay,LATAM,All,AI|LATAM|recommended|day2,,2025-09-11T17:52:49.242Z,2025-09-11T17:52:49.242Z
cmffpi1b000fd3z7gipfduclm,ITC Vegas Official Closing Party featuring the Goo Goo Dolls!,Join us for ITC Vegas Official Closing Party featuring the Goo Goo Dolls!,2025-10-17T01:00:00.000Z,2025-10-17T03:00:00.000Z,Oceanside Ballroom CD,General,All,day3,,2025-09-11T17:52:49.693Z,2025-09-11T17:52:49.693Z
cmffpi17100dd3z7gkwu2mnq7,Badge Pickup Hours (Day 3),AI Recommended,2025-10-17T11:00:00.000Z,2025-10-17T21:00:00.000Z,Mandalay Bay Foyer | Level 2,AI Track,All,AI|recommended|day3,,2025-09-11T17:52:49.550Z,2025-09-11T17:52:49.550Z
cmffpi17400de3z7gt4eu6cu1,Breakfast Sponsored by Jackson (Day 3),Session Sponsor | Jackson | AI Recommended,2025-10-17T11:00:00.000Z,2025-10-17T12:30:00.000Z,Shoreline | Level 2,Networking,All,AI|meal|sponsored|recommended|day3,,2025-09-11T17:52:49.553Z,2025-09-11T17:52:49.553Z
cmffpi17600df3z7gkffcqtwy,Thursday Keynotes On the Main Stage,Join us for Thursday Keynotes On the Main Stage,2025-10-17T12:30:00.000Z,2025-10-17T14:00:00.000Z,Oceanside Ballroom CDMain Stage,Keynote,All,keynote|day3,,2025-09-11T17:52:49.554Z,2025-09-11T17:52:49.554Z
cmffpi17800dg3z7ga4damdh0,Expo Floor Open (Day 3),Join us for Expo Floor Open,2025-10-17T13:00:00.000Z,2025-10-17T21:00:00.000Z,Mandalay Bay Convention Center,Expo,All,day3,,2025-09-11T17:52:49.557Z,2025-09-11T17:52:49.557Z
cmffpi17900dh3z7gp1rsz09k,Demo: ATLS,Innovation Alley (Expo Floor)Innovation & Solutions Stage | Session Sponsor,2025-10-17T14:00:00.000Z,2025-10-17T14:10:00.000Z,TBD,General,All,sponsored|day3,,2025-09-11T17:52:49.557Z,2025-09-11T17:52:49.557Z
cmffpi17a00di3z7g8yp1pncl,Demo: Emailgistics,Innovation Alley (Expo Floor)Innovation & Solutions Stage | Session Sponsor | Emailgistics,2025-10-17T14:15:00.000Z,2025-10-17T14:25:00.000Z,TBD,General,All,sponsored|day3,,2025-09-11T17:52:49.558Z,2025-09-11T17:52:49.558Z
cmffpi17b00dj3z7gzp9k9xrb,Cyber Insurance Summit Opening Remarks,"Amit AroraVP, Product at RGA & Adjunct Associate Professor, Applied Risk Analytics - Columbia University",2025-10-17T14:30:00.000Z,2025-10-17T14:40:00.000Z,Mandalay Bay Ballroom JCyber Insurance Summit,Summit,All,cyber|analytics|day3,,2025-09-11T17:52:49.559Z,2025-09-11T17:52:49.559Z
cmffpi17c00dk3z7gs744w5dz,Demo Presented by Mulberri,Innovation Alley (Expo Floor)Innovation & Solutions Stage | Session Sponsor,2025-10-17T14:30:00.000Z,2025-10-17T14:40:00.000Z,TBD,General,All,sponsored|day3,,2025-09-11T17:52:49.561Z,2025-09-11T17:52:49.561Z
cmffpi17h00dp3z7gk3agv5ar,"The New Underwriting Engine: AI, Data, and Partnerships in Small Commercial Presented by IntellectAI",Clive ThompsonInsuretech Center of Excellence - Guy Carpenter | Jascha ProsiegelHead of Insurtech Programs - Munich Re Specialty Insurance-North America | Session Sponsor | IntellectAI,2025-10-17T14:30:00.000Z,2025-10-17T15:05:00.000Z,Mandalay Bay Ballroom KUnderwriting Track,Data & Analytics,All,AI|InsurTech|sponsored|underwriting|data|day3,,2025-09-11T17:52:49.566Z,2025-09-11T17:52:49.566Z
cmffpi17g00do3z7g8j0xj1mk,Scaling Smarter: Modern Marketing Strategies Driving Growth in Insurance,"Distribution, Sales & Marketing Stage (Expo Floor)Sales & Performance Marketing TrackShow more | AI Recommended",2025-10-17T14:30:00.000Z,2025-10-17T15:05:00.000Z,TBD,AI Track,All,AI|distribution|recommended|day3,,2025-09-11T17:52:49.565Z,2025-09-11T17:52:49.565Z
cmffpi17g00dn3z7gsupagc6m,Precision in Motion: Using Driving Behavior Data to Refine Territorial Pricing Presented by Arity,Session Sponsor | Arity,2025-10-17T14:30:00.000Z,2025-10-17T15:05:00.000Z,"Mandalay Bay Ballroom IProperty, Motor & Travel Track",Data & Analytics,All,sponsored|data|day3,,2025-09-11T17:52:49.564Z,2025-09-11T17:52:49.564Z
cmffpi17f00dm3z7gz4utimqm,Mind the Gap: Why Benefits Are the New Business Risk,"ITC Life, Health & Benefits Stage (Expo Floor)ITC Life, Health & Benefits",2025-10-17T14:30:00.000Z,2025-10-17T14:50:00.000Z,TBD,General,All,day3,,2025-09-11T17:52:49.563Z,2025-09-11T17:52:49.563Z
cmffpi17d00dl3z7g8c8ks6ys,Insuring Innovation: Profitable Growth Strategies for Emerging Risks Presented by Milliman,Session Sponsor | Milliman | AI Recommended,2025-10-17T14:30:00.000Z,2025-10-17T15:05:00.000Z,Mandalay Bay Ballroom LInnovation in Action Track,AI Track,All,AI|sponsored|recommended|day3,,2025-09-11T17:52:49.562Z,2025-09-11T17:52:49.562Z
cmffpi17i00dq3z7gm2p4rop0,"New Tech, New Threats: The Cyber Insurance Shake-Up, The Crossroads of Innovation and Risk in Cyber Insurance",Ayelet KutnerChief Technology Officer - At-Bay,2025-10-17T14:40:00.000Z,2025-10-17T15:00:00.000Z,Mandalay Bay Ballroom JCyber Insurance Summit,Summit,All,cyber|day3,,2025-09-11T17:52:49.567Z,2025-09-11T17:52:49.567Z
cmffpi17j00dr3z7g16vr3obm,Demo: Lumenova AI,Innovation Alley (Expo Floor)Innovation & Solutions Stage | Session Sponsor,2025-10-17T14:45:00.000Z,2025-10-17T14:55:00.000Z,TBD,General,All,AI|sponsored|day3,,2025-09-11T17:52:49.568Z,2025-09-11T17:52:49.568Z
cmffpi17l00ds3z7gzznip9do,"Beyond Benefits: Turning Caregiver Support Into a Business Advantage - Why Investing in Caregivers Is a Smart Play for Productivity, Engagement, and Claims Outcomes Presented by Mellie","ITC Life, Health & Benefits Stage (Expo Floor)ITC Life, Health & Benefits | Session Sponsor | Mellie",2025-10-17T14:55:00.000Z,2025-10-17T15:15:00.000Z,TBD,Claims,All,sponsored|claims|day3,,2025-09-11T17:52:49.570Z,2025-09-11T17:52:49.570Z
cmffpi17x00dv3z7g06ewzk4e,Distribution Town Square Takeover: Beyond the Multiple- Unlocking Value in Insurance Agency/Broker & MGA Deals,"Distribution, Sales, Marketing Town Square (Expo Floor)ITC Community Meet-UpsShow more | Matthew PrendergastHead of Corporate Development - Ambac | Added to schedule",2025-10-17T15:00:00.000Z,2025-10-17T16:00:00.000Z,TBD,Brokers,All,brokers|distribution|day3,,2025-09-11T17:52:49.582Z,2025-09-11T17:52:49.582Z
cmffpi18000dw3z7g5lb0vyhk,Navigating the Data Revolution in Cyber Insurance,Adam GladsdenSVP - Global Cyber Risk Intelligence Product Leader - Marsh,2025-10-17T15:00:00.000Z,2025-10-17T15:25:00.000Z,Mandalay Bay Ballroom JCyber Insurance Summit,Summit,All,cyber|data|day3,,2025-09-11T17:52:49.585Z,2025-09-11T17:52:49.585Z
cmffpi17u00du3z7gxwa9dym7,Demo: Prediction Lab,Innovation Alley (Expo Floor)Innovation & Solutions Stage | Session Sponsor,2025-10-17T15:00:00.000Z,2025-10-17T15:10:00.000Z,TBD,General,All,sponsored|day3,,2025-09-11T17:52:49.579Z,2025-09-11T17:52:49.579Z
cmffpi17q00dt3z7grw2g38g2,Clearspeed Gives Back (Day 3),Join us for Clearspeed Gives Back,2025-10-17T15:00:00.000Z,2025-10-17T18:00:00.000Z,TBD,General,All,day3,,2025-09-11T17:52:49.574Z,2025-09-11T17:52:49.574Z
cmffpi18400dy3z7gl8xveybm,"On-Demand, Embedded, and Effortless: The New Rules of Travel Insurance","Join us for On-Demand, Embedded, and Effortless: The New Rules of Travel Insurance",2025-10-17T15:10:00.000Z,2025-10-17T15:45:00.000Z,"Mandalay Bay Ballroom IProperty, Motor & Travel Track",General,All,day3,,2025-09-11T17:52:49.588Z,2025-09-11T17:52:49.588Z
cmffpi18500dz3z7ge9v4jdb2,Reimagining Insurance Growth with AI Powered by Adobe,"Distribution, Sales & Marketing Stage (Expo Floor)Sales & Performance Marketing TrackShow more | Session Sponsor",2025-10-17T15:10:00.000Z,2025-10-17T15:45:00.000Z,TBD,General,All,AI|sponsored|distribution|day3,,2025-09-11T17:52:49.590Z,2025-09-11T17:52:49.590Z
cmffpi18700e03z7gs7p8mklk,Session Presented by SAS,Session Sponsor | SAS,2025-10-17T15:10:00.000Z,2025-10-17T15:30:00.000Z,Mandalay Bay Ballroom LInnovation in Action Track,General,All,sponsored|day3,,2025-09-11T17:52:49.592Z,2025-09-11T17:52:49.592Z
cmffpi18200dx3z7g8p3jgp8m,"How Carriers, Agencies and Reinsurers Are Using AI and New Property Intelligence to Reduce Losses Today Presented by Home Factors by PGM",Brian SuzukiChief Insurance Officer - Bamboo Insurance | Session Sponsor | Home Factors by PGM,2025-10-17T15:10:00.000Z,2025-10-17T15:30:00.000Z,Mandalay Bay Ballroom KUnderwriting Track,General,All,AI|sponsored|underwriting|day3,,2025-09-11T17:52:49.586Z,2025-09-11T17:52:49.586Z
cmffpi18900e13z7grzl9f23l,Demo: omni:us Digital Claims Adjuster,Innovation Alley (Expo Floor)Innovation & Solutions Stage | Session Sponsor | omni:us,2025-10-17T15:15:00.000Z,2025-10-17T15:25:00.000Z,TBD,Claims,All,sponsored|claims|day3,,2025-09-11T17:52:49.594Z,2025-09-11T17:52:49.594Z
cmffpi18b00e23z7gbtu11r4u,AI & Employee Benefits: Full Speed Ahead or Pump the Brakes?,"ITC Life, Health & Benefits Stage (Expo Floor)ITC Life, Health & BenefitsShow more",2025-10-17T15:20:00.000Z,2025-10-17T15:55:00.000Z,TBD,General,All,AI|day3,,2025-09-11T17:52:49.595Z,2025-09-11T17:52:49.595Z
cmffpi18d00e33z7gbg0isgpb,After the Breach: Building a Resilience-Ready Response for Small Businesses,Adam AbreschNational Cyber Risk Practice Leader - Acrisure,2025-10-17T15:25:00.000Z,2025-10-17T16:00:00.000Z,Mandalay Bay Ballroom JCyber Insurance Summit,Summit,All,cyber|day3,,2025-09-11T17:52:49.597Z,2025-09-11T17:52:49.597Z
cmffpi18e00e43z7glsxf8x3s,Demo: RAVIN AI,Innovation Alley (Expo Floor)Innovation & Solutions Stage | Session Sponsor,2025-10-17T15:30:00.000Z,2025-10-17T15:40:00.000Z,TBD,General,All,AI|sponsored|day3,,2025-09-11T17:52:49.598Z,2025-09-11T17:52:49.598Z
cmffpi18g00e63z7gjs7u4hs2,From Underwriter to Entrepreneur: How Supportive Ecosystems are Helping Underwriters Become Innovators,Kiley O'ConnellCEO - Lynx Specialty (a MISSION program),2025-10-17T15:35:00.000Z,2025-10-17T16:00:00.000Z,Mandalay Bay Ballroom KUnderwriting Track,General,All,underwriting|day3,,2025-09-11T17:52:49.600Z,2025-09-11T17:52:49.600Z
cmffpi18f00e53z7gym4yawtm,From Startup to Exit - One Founder's Journey Through the Insurtech World,Join us for From Startup to Exit - One Founder's Journey Through the Insurtech World,2025-10-17T15:35:00.000Z,2025-10-17T16:00:00.000Z,Mandalay Bay Ballroom LInnovation in Action Track,General,All,InsurTech|day3,,2025-09-11T17:52:49.600Z,2025-09-11T17:52:49.600Z
cmffpi18h00e73z7gyqpkjghd,Beyond the Storm: Adapting Insurance for a Changing Climate,Join us for Beyond the Storm: Adapting Insurance for a Changing Climate,2025-10-17T15:50:00.000Z,2025-10-17T16:10:00.000Z,"Mandalay Bay Ballroom IProperty, Motor & Travel Track",General,All,day3,,2025-09-11T17:52:49.602Z,2025-09-11T17:52:49.602Z
cmffpi18m00e83z7gped3a6dg,Fate of Cyber Insurtech MGAs in Soft Market Conditions,Jamie ThompsonDirector of Financial & Specialty Lines - QBE | James DominguezSenior Broker - Gallagher Re,2025-10-17T16:00:00.000Z,2025-10-17T16:35:00.000Z,Mandalay Bay Ballroom JCyber Insurance Summit,Summit,All,InsurTech|brokers|cyber|day3,,2025-09-11T17:52:49.606Z,2025-09-11T17:52:49.606Z
cmffpi18o00e93z7gyvteg7uu,Founders Forum: The Playbook for Building & Scaling Insurtechs,Join us for Founders Forum: The Playbook for Building & Scaling Insurtechs,2025-10-17T16:00:00.000Z,2025-10-17T17:30:00.000Z,ITC Community Center (Expo Floor)ITC Community Meet-Ups,General,All,InsurTech|day3,,2025-09-11T17:52:49.608Z,2025-09-11T17:52:49.608Z
